ProductReference,CompanyID,CompanyName,CompanyTypeID,CompanyType,Sequence,Address1,Address2,Address3,CityName,StateName,Zip,CountryName,Phone1,Phone2,Fax1,Fax2,MainEmail,WebAddress
71447,84322,Fideuram Gestions SA,1,Management Firm,1,Place du Theatre 7,,,Luxembourg,None,L-2616,Luxembourg,+352 469 090 650,,,,calamandrei@fideuramgestions.lu,www.fblinfo.lu
70247,84324,Global Selection SGR SpA,1,Management Firm,1,"Via Porlezza, 8",,,Milan,None,20123,Italy,+39 02 303 77301,,,,info@globalselectionsgr.it,www.globalselection.it
75701,84327,Belmont Opportunity Partners Inc,1,Management Firm,1,505 Park Avenue,20th Floor,,New York,New York,10022,United States,+1 212 888 0574,,+1 212 888 9634,,mdejoux@montroseadvisors.com,www.belmontwealth.com
75701,84328,Belmont Global Advisors Inc,2,Investment Advisor,1,"2911 Turtle Creek Blvd, #500",,,Dallas,Texas,75219-,United States,+ 214 559 9700,,,,,
75713,84334,Heptagon Capital Limited,1,Management Firm,1,Ugland House,South Church Street,"George Town,",Grand Cayman,None,,Cayman Islands,,,,,,
75713,84335,Heptagon Capital LLP,2,Investment Advisor,1,20 Grafton Street,,,London,None,W1S 4DZ,United Kingdom,,,,,,
75719,84338,Ambit Advisor I LLC,1,Management Firm,1,24 South River Street,Wilkes-Barre,PA 18702,None,None,,Bahamas,+5 708 292 101,,+5 708 249 844,,,
75720,84339,Ambit Manager USA I LLC,1,Management Firm,1,24 South River Street,Wilkes-Barre,PA 18702,None,None,,Bahamas,+5 708 292 101,,+5 708 249 844,,,
39355,84344,Lombard Odier Darier Hentsch & Cie,2,Investment Advisor,1,"11, rue de la Corraterie",,,Geneva,None,CH -120,Switzerland,,,,,,www.lombardodier.com
74003,84346,Troika Dialog Asset Management (Cyprus) Limited,1,Management Firm,1,57 Digeni Akrita Ave,"Zachariades Building,",Office 301,Nicosia,None,CY-1070,Cyprus,+3 572 287 5380,,+3 572 287 5393,,,www.troika.ru
74003,84347,ZAO Troika Dialog Asset Management,2,Investment Advisor,1,4 Romanov Pereulok,,,Moscow,None,1250009,Russian Federat,,,,,,
36429,84349,Aims Asset (BVI) Ltd,1,Management Firm,1,P.O. Box 7,Craigmuir Chambers,Road Town,Tortola,None,,Virgin Islands,,,,,,
70331,84352,Eurizon AI Sgr SpA,1,Management Firm,1,Piazza Cadorna 3,,,Milan,None,20123,Italy,+39 02 881 02839,,,,Luisa.Beltramello@eurizoninvestimenti.com,www.eurizonai.it
75731,84353,Agenta Investment Management AB,1,Management Firm,1,Vasagatan 15-17,SE-111 20 Stockholm,,Stockholm,None,SE-111,Sweden,+46 84 021 683,,,,,
75736,84355,Rival Capital Management Inc,1,Management Firm,1,160-99 Scurfield Bvld,Winnipeg,Manitoba,None,None,R3Y 1Y1,Canada,+1 204 992 6210,,,,info@rivalcapital.ca,www.rivalcapital.ca
72741,84356,Investment Administration Solution,11,Underwriter/Sponsor,1,,,,Toronto,,,Canada,,,,,,
75737,84358,High Technology Invest Inc,1,Management Firm,1,PO Box 3321,"Road Town,",,Tortola,None,,Virgin Islands,+ 749 5727 3035,,+ 749 5727 3044,,fund_info@htinvest.ru,
70394,84362,JP Morgan Investimenti Alternativi SGR SpA,1,Management Firm,1,Via Catena 4,,,Milan,None,,Italy,,,,,,
72530,84363,SIITNEDIF S.G.I.I.C. SA,1,Management Firm,1,Velazquez 138,,,Madrid,,28006,Spain,+34 91 566 2480,,+34 91 566 2488,,info@siitnedif.com,www.siitnedif.com
75740,84364,AlternativeFocus Altitude International Ltd,1,Management Firm,1,,,,Grand Cayman,None,,Cayman Islands,,,,,,n/a
75741,84369,AlternativeFocus Argo Special Situations Ltd,1,Management Firm,1,,,,Grand Cayman,None,,Cayman Islands,,,,,,
75742,84370,AlternativeFocus Commoditas Ltd,1,Management Firm,1,,,,Grand Cayman,None,,Cayman Islands,,,,,,
75744,84372,AlternativeFocus FX Financials & Futures Ltd,1,Management Firm,1,,,,Grand Cayman,None,,Cayman Islands,,,,,,
75746,84374,AlternativeFocus Liongate Multi Strategy Ltd,1,Management Firm,1,,,,Grand Cayman,None,,Cayman Islands,,,,,,
75747,84375,AlternativeFocus Parago Futures Ltd,1,Management Firm,1,,,,Grand Cayman,None,,Cayman Islands,,,,,,
70424,84376,Gottardo Asset Management SGR Alternative SpA,1,Management Firm,1,Via Mascheroni 10,,,Milan,None,20139,Italy,+39 02 434 411211,,,,,
75748,84377,AlternativeFocus Paulson Advantage Ltd,1,Management Firm,1,,,,Grand Cayman,None,,Cayman Islands,,,,,,
75749,84378,AlternativeFocus Sentry Limited,1,Management Firm,1,,,,Grand Cayman,None,,Cayman Islands,,,,,,
71386,84379,Isaac Alternative Cayman SPC,1,Management Firm,1,,,,None,None,,Cayman Islands,,,,,,
75750,84380,Barclays Wealth,1,Management Firm,1,12th Floor,One Churchill Place,Canary Wharf,London,None,E14 5HP,United Kingdom,,,,,,
75751,84384,Merrant Fonder AB,1,Management Firm,1,Grev Turegatan 35,114 38 Stockholm,,None,None,,Sweden,+46 8 779 5070,,+46 8 664 5080,,ir@merrant.com,www.merrant.com
70450,84385,IN Alternative SGR SpA,1,Management Firm,1,Palazzo Amman,"Via Arrigo Boito, 8",,Milan,None,20121,Italy,,,,,,
73215,84389,Liontrust Investment Partners LLP,1,Management Firm,1,2 Savoy Court,,,London,None,WC2R 0E,United Kingdom,,,,,,
75770,84391,State Street Research & Management Company,2,Investment Advisor,1,One Financial Center,One Lincoln St,,Boston,Massachusetts,02111,United States,+1 617 357 1200,,,,,
74679,84392,Nexstar Capital Partners LLC,1,Management Firm,1,780 Third Avenue,,,New York,New York,10017,United States,+1 212 994 7001,,+1 212 981 3920,,info@nexstarcp.com,
71906,84393,Accuro Asset Management AG,2,Investment Advisor,1,Freigutstrasse 15,,,Zurich,None,8027,Switzerland,+41 44 288 1888,,,,,www.accuro.org
70212,84394,IFAG Institutionelle Fondsleitung AG,1,Management Firm,1,Dr. Grass-Strasse 6,,,Vaduz,None,9490,Liechtenstein,+42 32 33 4707,,,,info@ifag.li,www.ifag.li
70398,84396,Societe Generale Securities Services SpA,1,Management Firm,2,Via Santa Chiara 19,,,Turin,None,10122,Italy,,,,,,
71527,84397,P&G Umbrella Fund plc,1,Management Firm,1,Matsack Trust Limited - 30 Herbert Street,,,Dublin 2,None,,Ireland,,,,,,
70400,84398,P&G SGR SpA,1,Management Firm,1,Via Piemonte 127,,,Rome,None,00186,Italy,,,,,,
72218,84401,CYGNUS Asset Management SGIIC SA,1,Management Firm,1,Pza. Del Marques De Salamanca 9,7º IZQDA. 28006,,Madrid,None,,Spain,,,,,,
70316,84402,Santander Asset Management,1,Management Firm,1,Avd. Cantabria s/n,28660 Boadilla del Monte,,Madrid,None,,Spain,+3 491 257 3000,,,,gestion.activos@schga.es,www.schga.es
70319,84405,Santander Investment Services SA,11,Underwriter/Sponsor,1,Ciudad Grupo Santander,Edifi cio S-Z Encinar Boadilla,28660,Madrid,None,,Spain,+34 91 257 20 82,,+34 91 257 20 82,,,www.schga.es
53774,84406,Black Castle Asset Management AG (CH),2,Investment Advisor,1,Churer Strasse 35,,,Buchs,None,9470,Switzerland,+004 181 750 6800,,+4 181 750 6811,,info@black-castle.ch,
70262,84409,ADI - Alternative Investments SA,1,Management Firm,1,"24, rue Jean Goujon",,,Paris,None,75008,France,+3 315 688 8400,,+3 315 688 8405,,,www.adi-gestion.com
70229,84412,UBS Alternative Investments (Italia) SGR SpA,1,Management Firm,1,"Via della Spiga, 30",,,Milan,None,20121,Italy,,,,,,www.ubs.com
70484,84417,Ras Alternative Investments SGR SpA,1,Management Firm,1,"Piazza Velasca, 7/9",,,Milan,None,20122,Italy,+39 02 8646 2729,,,,,
70172,84419,Asset Allocation Advisors SA,1,Management Firm,1,3 Avenue Hoche Chez NSM Chez,NSM,,Paris,None,75008,France,+33 1562 1 6457,,,,,www.aaadvisors.fr
75805,84423,Red-Stars.com Investment Management (Cayman) Ltd.,1,Management Firm,1,"P.O.Box 31362 SMB Whitehall House, 3rd Floor",238 North Church Street,,Grand Cayman,None,KY1-120,Cayman Islands,+1 345 946 5282,,+1 345 946 0613,,c.mercer@red-stars.com,
75805,84424,red-stars.com data & research holding GmbH,2,Investment Advisor,1,,,,None,None,,Austria,,,,,,www.red-stars.com
72021,84426,MERIDEN IFM,1,Management Firm,1,Av. Verge de Canòlich,"36, Sant Julià de Lòria",,None,None,,Andorra,+ 37 674 1175,,+ 37 674 1183,,info@meriden-ipm.com,www.meriden-ipm.com
71204,84429,Belmont SPC,1,Management Firm,1,PO Box 31106SMB,"Corporate Centre, West Bay Roa",,Grand Cayman,None,,Cayman Islands,,,,,,www.harcourt.ch
72022,84430,Societe Europeenne de Banque SA,1,Management Firm,1,19-21 Bd du Prince Henri,,,Luxembourg,None,L-1724,Luxembourg,+352 46 14 111,,+352 22 37 55,,Contact@seb.lu,www.seb.lu
71957,84433,Exane Asset Management SA,1,Management Firm,1,7 rue du cirque,BP 423,,Paris,None,,France,,,,,,http://www.exane.com/corporate/home.do
75811,84434,DQS Investment Management BV,1,Management Firm,1,Park Vronesteyn 24A,Voorburg,,None,None,2271 HS,Netherlands,+3 170 386 5471,,,,jhoek@dqsfund.nl,http://www.dqsfund.nl/uk/index.php
75812,84437,Himelsein Mandel Fund Management LLC,1,Management Firm,1,11601 Wilshire Boulevard,Suite 1950,,Los Angeles,California,90025,United States,+ 310 914 1904,,+ 310 914 1904,,wayne@hmfund.com,www.hmfund.com
70075,84440,Zurcher Kantonalbank (ZKB),1,Management Firm,1,Bahnhofstrasse 9,,,Zurich,None,8001,Switzerland,+41 044 293 9393,,,,,www.zkb.ch
75821,84443,Washington Asset Advisors LLC,1,Management Firm,1,"1650 Tysons Boulevard, Suite 800",,,Mclean,Virginia,22102,United States,+1 703 722 0683,,+1 240 238 2771,,contact@washingtonaa.com,www.washingtonaa.com
70509,84447,Active Hedge Advisors Ltd,2,Investment Advisor,2,Mannerheiminaukio 1A,,,Helsinki,None,00100,Finland,+358 968 178 1,,+358 968 178 369,,,
2455,84448,CoreVest Capital Management Pte Ltd,1,Management Firm,2,50 Raffles Place #35-06,Singapore Land Tower,048623,Singapore,None,Singapo,Singapore,+1 65 6438 7498,+1 65 6438 5408,+1 65 6536 5896,,operation@corevest.com,
75843,84452,Masters Research Partners LLC,1,Management Firm,1,"c/o Masters Research Partners, L.P.","2875 NE 191st Street, Suite 90",,Aventura,Florida,33180,United States,+ 305 935 7544,,+ 305 935 3780,,,www.magnum.com
75839,84454,Cranwood Capital Management LLC,1,Management Firm,1,20033 Detroit Road,Suite 202,,Rocky River,Ohio,44116,United States,+ 1 440 333 4650,,,,info@cranwoodcapital.com,www.cranwoodcapital.com
73139,84456,Cayman National Trust Co Ltd,11,Underwriter/Sponsor,1,PO BOX 30329,2nd Florr Suite 6201,62 Forum Lane,Camana Bay,None,KY1-120,Cayman Islands,+1 345 640 9263,,+1 345 640 9000,,,
70559,84459,Acropole AM,1,Management Firm,1,45 rue Boissière,,,Paris,None,75016,France,+33 1 5573 2577,,,,contact@acropole-am.com,www.acropole-am.com
71015,84460,Independent Fund Management AG,1,Management Firm,1,Austrasse 9,Postfach 1121,,Vaduz,None,9490,Liechtenstein,+4 23 235 0450,,+4 23 235 0451,,info@ifm.li,www.ifm.li
71445,84463,Assentus Bank AG,2,Investment Advisor,1,PALMAILLE 67,,,Hamburg,None,22767,Germany,,,,,,www.assentus-bank.de
70908,84465,LLB Fund Services AG,1,Management Firm,1,Städtle 44,Postfach 384,,Vaduz,None,9490,Liechtenstein,+4 23 236 8811,,+4 23 236 8822,,llb@llb.li,www.llb.li
71560,84467,HilCap Asset Management Trust,2,Investment Advisor,1,Pflugstrasse 20,Postfach 1268,,Vaduz,None,9490,Liechtenstein,+4 23 233 2575,,+4 23 233 2510,,,
71043,84468,IFOS Internationale Fonds Service AG,1,Management Firm,1,Aeulestrasse 6,,,Vaduz,None,9490,Liechtenstein,+4 23 235 6767,,+4 23 235 6777,,,http://www.ifos.li/
75448,84469,Verwaltungs- und Privat Bank AG,1,Management Firm,1,Aeulestrasse 6,,,Vaduz,None,9490,Liechtenstein,+ 8 00 066 055 00,,+ 42 3 235 65 00,,info@vpbank.com,www.vpbank.com
71288,84471,Gotam Fund Management Company (Lux) SA,1,Management Firm,1,"76-78, Grand Rue",,,Luxembourg,None,1660,Luxembourg,,,,,,www.gotam.com
71288,84472,Tower Capital Inc,2,Investment Advisor,1,"650 Fifth Avenue,Suite 1800",,,New York,New York,10019,United States,,,,,,www.towercapital.com
72341,84473,Fairway International Limited,1,Management Firm,1,Pasea Estate,Roadtown,,Tortola,None,,Virgin Islands,+41 44 225 70 30,,+41 44 225 70 40,,info@fairwayfunds.com,www.fairwayfunds.com
72052,84474,Pictet Targeted Fund Management Company SA,1,Management Firm,1,"1, boulevard Royal,",,,Luxembourg,None,2449,Luxembourg,,,,,,www.pictetfunds.com
75808,84477,Citadel Alternative Asset Management  LP,1,Management Firm,1,153 East 53rd Street,45th Floor,,New York,New York,10022,United States,+1 212 652 7815,,,,caam.general@citadelaam.com,
74628,84480,Global Capital Advisors Group,1,Management Firm,1,400 Clematis Street,suite 205,,West Palm Beach,Florida,33401,United States,+5 618 358 690,,+5 618 285 994,,,www.paktolus.com/projects/gsa/index.html
74628,84481,Global Securities Fund Advisor,2,Investment Advisor,1,,,,None,None,,Bahamas,,,,,,
75861,84483,Hunters Investments Limited,2,Investment Advisor,1,29F Sindhorn Tower 3,130-132 Wireless Road,,Bangkok,None,10330,Thailand,+66 02 168 8500,,+66 02 168 8499,,,
73372,84484,Denali Advisors LLC,1,Management Firm,1,4275 Executive Square,Suite 650,,La Jolla,California,92037,United States,+1 858 558 3600,,+1 858 558 3657,,bob@denaliadvisors.com,www.denaliadvisors.com
72015,84489,WesCap Asset Management Inc,1,Management Firm,1,303 N. Glenoaks Blvd,Suite 905,,Burbank,California,91502,United States,+1 818 563 5170,,,,,http://www.wescapgroup.com/
76378,84492,Bank of Ireland Asset Management,1,Management Firm,1,40 Mespil Road,,,Dublin,None,D4,Ireland,+353 1 637 8000,,+353 1 637 8100,,contactus@biam.boi.ie,http://www.biam.ie/biam1/biam.go?p_session_id=8097
75857,84493,Pacificor LLC,1,Management Firm,1,"740 State Street, Suite 202",,,Santa Barbara,California,93101,United States,+ 805 962 3570,,+ 805 435 1642,,info@pacificor.com,www.pacificor.com
71071,84496,City Asset Management,1,Management Firm,1,Landstrasse 14,,,Balzers,None,9496,Liechtenstein,,,,,,http://www.crystal-fund.li/
76035,84499,Bestinver Gestion SA SGIIC,1,Management Firm,1,"C/ Juan de Mena, 8 - 1ºD",,,Madrid,None,28014,Spain,+34 91 595 9150,,+34 91 595 9120,,bestinver@bestinver.es,www.bestinver.com
76036,84500,La Caixa Gestion de Activos SGIIC SA,1,Management Firm,1,,,,,,,Spain,,,,,,
70765,84501,Serica Fondsleitung AG,1,Management Firm,1,Postfach 1616,Herrengasse 23,,Vaduz,None,FL-9490,Liechtenstein,+423 237 80 30,,,,,
75874,84503,Lyrical Partners LP,1,Management Firm,1,405 Park Avenue,6th Floor,,New York,New York,10022,United States,+ 212 415 6600,,+ 212 415 6699,,klloyd@lyricalpartners.com,www.lyricalpartners.com
76382,84504,The Cambridge Strategy (Asset Management) Limited,1,Management Firm,1,"7th Floor, Berger House",Mayfair,36-38 Berkeley Square,London,None,W1J 5AE,United Kingdom,+44 207 659 9840,,+44 207 499 8291,,,http://www.thecambridgestrategy.com/
76037,84506,"Valorica Capital e Inversiones SGIIC, S.A",1,Management Firm,1,"Calle Núñez de Balboa 120,",,,Madrid,,28006,Spain,+34 917 910 860,,+34 917 910 861,,victor.garcia@valorica.com,www.valorica.com
76039,84508,Ahorro Corporacion Gestion SGIIC SA,1,Management Firm,1,"Pª de la Castellana, 89",,,Madrid,,28046,Spain,+34 91 586 9300,,+91 91 555 8175,,,www.ahorrocorporacion.com
75930,84512,Superfund TFI SA,1,Management Firm,1,Plac Trzech Krzyzy 18,00-499 Warszawa,Polska,,,,Poland,+48 22 556 88 60,,+48 22 556 88 80,,warszawa@superfund.com,www.superfund.pl
71524,84513,Unifortune Multistrategy Fund Ltd,1,Management Firm,1,Harbour Place,4th Floor,103 South Church Street,Grand Cayman,None,KY1-110,Cayman Islands,,,,,,
73631,84514,Myo Capital Management Limited,1,Management Firm,1,"PO Box 309 GT, Ugland House",,,Grand Cayman,None,KY1 110,Cayman Islands,,,,,,http://myocap.com/
73631,84515,Myo Capital Advisers Limited,2,Investment Advisor,1,9/F The Workstation,43 Lyndhurst Terrace,,Central,None,,Hong Kong,,,,,,
70207,84520,Gea SAS,1,Management Firm,1,10 place Vendôme,,,Paris,None,75001,France,+33 155 045 751,,,,,
71352,84521,TheFund Aktiengesellschaft,1,Management Firm,1,Aubündt 36,P.O.Box 1507,,Vaduz,None,FL-9490,Liechtenstein,+423 235 07 71,,,,,
96696,84522,Centrum Bank AG,2,Investment Advisor,1,Kirchstrasse 3,9490 Vaduz,,None,None,,Liechtenstein,+ 423 238 38 38,,,,,http://www.centrumbank.com/
76403,84525,Statim Holdings Inc,1,Management Firm,1,"3455 Peachtree Rd NE, 5th Fl",,,Atlanta,Georgia,30326,United States,+1 4 046 640 428,,+1 4 043 938 989,,joe@statimholdings.com,http://www.statimholdings.com/home
75961,84529,"Banque Franck, Galland & Cie SA",2,Investment Advisor,1,"1, rue Rodolphe Toepffer",Case postale 3254,,Geneva,None,CH ? 12,Switzerland,+41 58 310 40 00,,,,,http://www.franckgalland.com/pages/
76411,84531,Michael J Frischmeyer CTA,1,Management Firm,1,1422 Central Avenue,P.O. Box 898,,Fort Dodge,Iowa,50501,United States,+1 515 955 3800,,+1 515 955 8257,,mjfcta@frontiernet.net,
76405,84533,Pacific Foundation Securities Limited,1,Management Firm,1,11th Floor,New World Tower II,16-18 Queen's Road,Central,None,,Hong Kong,+ 852 2877 3188,,+ 852 2877 2088,,,www.Fraternityhedgefund.com
47634,84535,Acero Capital Management LLC,1,Management Firm,1,23rd Floor,One Liberty Plaza,,New York,New York,NY10006,United States,+1 212 201 6105,,,,info@acerocapital.com,www.acerocapital.com
75926,84537,Pragma Alternative SGR SpA,1,Management Firm,1,,,,None,None,,Italy,,,,,,
71854,84538,CCR Gestion SA,1,Management Firm,1,44 rue Washington,,,Paris,None,75008,France,+33 1 49 53 21 40,,,,,http://www.groupe-ccr.com/contact/contact-presse.h
34962,84541,Global Fund Administration Ltd,1,Management Firm,2,,,,,,,,,,,,,
75891,84544,March Gestion de Fondos SA SGIIC,1,Management Firm,1,"C/ Castello, 74",,,Madrid,,28006,Spain,+34 91 426 3700,,+34 91 426 3720,,,
70312,84546,Alternative Leaders France (ALF) SA,1,Management Firm,1,"43, Avenue Marceau",,,Paris,None,75116,France,+33 1 5357 4800,,+33 1 5357 4809,,infos@alf.fr,
76416,84549,Crosscourt Capital Management LLC,1,Management Firm,1,245 Crescent Road,,,San Rafael,California,94960,United States,+1 818 919 1795,,+1 415 634 2820,,,
70016,84550,Altigefi SA,1,Management Firm,1,"31, avenue de l'Opera",,,Paris,None,75001,France,+ 33 1 42 66 0137,,+ 33 1 4266 0367,,www.finatlas.com,
76045,84555,UBI Pramerica Alternative Investments SGR SpA,1,Management Firm,1,Piazzale Fratelli Zavattari 12,,,Milan,,20149,Italy,,,,,,
76048,84556,Helm Finance SGRpA,1,Management Firm,1,Clerkenwell House,67 Clerkenwell Road,,London,,EC1R 5B,United Kingdom,+44 777 475 7900,,,,russell@helm-group.com,
76422,84558,The Pride Investments Group Limited,1,Management Firm,1,Cricket Square,Hutchins Drive,PO Box 2681,Grand Cayman,None,KY1-111,Cayman Islands,,,,,,
76422,84559,The Pride Fund Management Limited,2,Investment Advisor,1,"3606, The Center",99 Queen?s Road,,Central,None,,Hong Kong,,,,,,
76418,84560,Praetorian Capital Management LLC,1,Management Firm,1,119 Washington Avenue,Suite 600,,Miami,Florida,33139,United States,+1 305 938 2800,,,,,http://www.pracap.com/
75892,84562,Mirabaud & Cie,1,Management Firm,1,,,,None,None,,Switzerland,,,,,,
76482,84564,BFT Gestion SAS,1,Management Firm,1,"Siège social : 11, avenue d'Iéna",,,Paris,None,75 116,France,+33 1 40 69 90 90,,+33 1 47 20 05 20,,contact@bft.fr,www.bft.fr
76427,84565,Riley Paterson Investment Management,1,Management Firm,1,6A Duxton Hill,,,Singapore,None,089592,Singapore,+6 562 237 281,,+6 562 237 983,,stewart@rileypaterson.com,http://www.rileypaterson.com/main.php
70703,84566,Swiss Capital Alternative Investments AG,2,Investment Advisor,1,Swiss Capital Alternative Investments AG,Talacker 41,,Zurich,None,CH 8001,Switzerland,+41 1 226 5252,,+41 1 226 5253,,,www.swisscap.com
71417,84567,Swiss Asia Financial Services Pte Ltd,1,Management Firm,1,8 Temasek Boulevard,#43-01 Suntec City Tower Three,,None,,038988,Singapore,+65 6887 5790,,+65-68875767,,info@swiss-asiafinance.com,www.swiss-asiafinance.com
76009,84568,PKB Privatbank AG,2,Investment Advisor,1,Via S. Balestra 1,CH - 6901,,Lugano,None,,Switzerland,+41 91 913 3535,,+41 91 923 3522,,assetmgt@pkb.ch,www.pkb.ch
5,84570,FIL Investments,11,Underwriter/Sponsor,1,,,,,,,,,,,,,
54021,84571,FIL Investments International,1,Management Firm,1,,,,,,,,,,,,,
70146,84573,CACEIS Fastnet (Suisse) SA,1,Management Firm,1,Chemin de Précossy 7-9,Case Postale 2259,,None,None,CH-1260,Switzerland,+41 22 360 9400,,,,,www.caceis.com
70146,84574,PRISMinvest SA,2,Investment Advisor,1,Route de la Longeraie 7,Case postale 2098,1110 Morges 2,None,None,,Switzerland,+41 218 046 999,,+41 218 046 998,,,www.prisminvest.ch
71169,84577,Citadel Guernsey Limited,1,Management Firm,1,Canada Court,Upland Road,,St Peters Port,,GY1 3QE,Guernsey,,,,,,www.citadel.co.za
74619,84578,Altree Capital,1,Management Firm,1,69 Front Street,,,Hamilton,,HM12,Bermuda,+1 441 278 7610,,+1 441 295 6735,,research@altreecapital.com,www.altreecapital.com
70093,84579,BCV Asset Management,2,Investment Advisor,1,Case postale 300 / 1001 Lausanne,,,Lausanne,None,,Switzerland,+41 21 212 1000,,,,info@bcv.ch,www.bcv.ch
76412,84580,Holding Capital Asset Management LLC,1,Management Firm,1,"104 Crandon Blvd., Room 419",,,Key Biscayne,Florida,33149,United States,,,,,,
76527,84583,Swiss & Global Asset Management (Luxembourg) SA,1,Management Firm,1,"25, Grand-Rue",1661 Luxembourg,,Luxembourg,,,Luxembourg,,,,,,www.swissglobal-am.com
76524,84584,SGK Fondsleitung (Lie) AG,1,Management Firm,1,Claridenstrasse 19,,,Zurich,,CH-8002,Switzerland,+41 58 205 37 65,,+41 58 205 37 67,,funds.contact@sgkfunds.com,www.sgkfunds.com
76527,84586,Swisspartners Investment Network AG,2,Investment Advisor,1,Am Schanzengraben 23,,,Zurich,,8022,Switzerland,,,,,,www.swisspartners.ch
70131,84589,CPB Kapitalanlage GmBh,1,Management Firm,1,Bankgasse 2,,,Vienna,,A1010,Austria,+43 1 536160,+43 1 53616900,,,a.haiden@constania.co.at,
70131,84590,EIM (Gibraltar) Limited,2,Investment Advisor,1,212 Neptune House,Marina Bay,,,,,Gibraltar,+350 52600,+350 52666,,,,
76479,84595,Cap West SA,1,Management Firm,1,56 rue iolet,,,Paris,None,75015,France,+ 33 1 40 59 71 84,,,,,
76487,84600,Nordic Equities Fondkommission,2,Investment Advisor,1,"Grev Turegatan 7, Box 7238",,,Stockholm,,SE 103,Sweden,+46 8 545 045 00,,+46 8 545 045 11,,,www.nordeq.se
76488,84601,Russell Alternative Strategies Fund Plc,1,Management Firm,1,Guild House,Guild Street,International Financial Servic,Dublin 1,,,Ireland,,,,,,www.russell.com
76488,84602,Russell Capital Inc,2,Investment Advisor,1,,,,,,,,,,,,,www.russell.com
76448,84603,Nova Star Mutual Funds Management Ltd,1,Management Firm,1,3 Hayetsira St.,Ramat Gan,52521,,,,Israel,+972 3 7538707,,+972 3 7538709,,info@novastaram.com,http://www.novastaram.com/
76473,84609,UBS Gestión SGIIC SA,1,Management Firm,1,María de Molina 4,28006,,Madrid,None,,Spain,+34 91 745 7000,,+34 91 563 3136,,,www.ubs.com/espanafondos
76423,84613,Lumen Advisors LLC,1,Management Firm,1,"One Ferry Building, Suite 255",,,San Francisco,California,94111,United States,+4 156 775 931,,+4 153 914 510,,,
70055,84614,Credit Suisse Asset Management Gestion SA,1,Management Firm,1,25 Avenue Kléber,Paris cedex 16,,Paris,,75784,France,+33 17 039 0000,,,,,http://www.credit-suisse.com/worldwide/fr/
1576,84616,Edmond de Rothschild Asset Management SAS,11,Underwriter/Sponsor,1,"47, Rue du Faubourg Saint Honoré",,,Paris,,F-75008,France,+33 1 40 17 25 25,,,,,www.lcf-rothschild.fr
76470,84618,Optimal Alternative Investments SGIIC SA,1,Management Firm,1,Avda de Cantabria s/n,28660 Boadilla del Monte,,Madrid,None,,Spain,+ 91 289 1233,,,,,www.optimal.biz
76453,84625,A&G Fondos,1,Management Firm,1,"Balbina Valverde, 17",,,Madrid,None,,Spain,+34 91 590 2121,,,,,www.ayg.es
75952,84627,SGAM Alternative Investments SA,1,Management Firm,1,"2, Place de la Coupole,",Courbevoie,,None,,92400,France,+33 1 56 37 80 00,,,,,www.sgam.com
76493,84628,SG Hambros Fund Managers (Jersey) Ltd,1,Management Firm,1,SG Hambros House,"18 Esplanade, PO Box 78",,St Helier,,JE4 8PR,Jersey,+44 1534 815555,,+44 1534 815560,,jersey@sghambros.com,www.sghambros.com
70268,84630,La Banque Postale Asset Management SA,1,Management Firm,1,23-25 avenue Franklin D. Roosevelt,,,Paris,None,75008,France,+33 140 692 500,,,,,
70031,84631,La Francaise des Placements Investissements SAS,1,Management Firm,1,17 rue de Marignan,,,Paris,None,75008,France,+ 33 1 73 00 73 48,,+ 33 1 73 00 73 75,,institutionnels@placements.fr,
75941,84638,Cogitam SA,1,Management Firm,1,Palais Brongniart,Place de la Bourse,,Paris,None,75002,France,+33 1 4236 7065,,,,catherine.keyes-guichard@cogitam.com,www.cogitam.com
76451,84639,Kutxagest SA SGIIC,1,Management Firm,1,"Bergara, 14",20005,San Sebastian,None,None,,Spain,+34 901 111 411,,,,,ww.kutxa.net
76458,84645,Bankinter Gestion de Activos SA SGIIC,1,Management Firm,1,"Marqués de Riscal, 11",,,Madrid,None,28010,Spain,+34 901 131 313,,,,mtcubillo@bankinter.es,www.ebankinter.com
76459,84648,Barclays Wealth Managers Espana,1,Management Firm,1,"Plaza de Colón, 2",,,Madrid,None,28046,Spain,+34 91 336 1382,,+34 91 336 1123,,esperanza.lopez@barclays.com,www.barclays.es
76462,84650,Credit Agricole Asset Management Fondos SGIIC,1,Management Firm,1,"1, Paseo de la Castellana",,,Madrid,None,28046,Spain,+34 91 436 7220,,+34 91 436 7201,,,www.ca-assetmanagement.com
76463,84652,Gesmadrid SA SGIIC,1,Management Firm,1,Paseo de la Castellana,"189, 6º",,None,None,28046,Spain,+34 902 410 411,,,,fjuliana@cajamadrid.es,www.gesmadrid.es
76464,84655,DWS Investments (Spain),1,Management Firm,1,"Paseo de la Castellana, 18",,,Madrid,None,28046,Spain,+34 91 335 5780,,+34 91 335 5828,,,www.dws-spain.com
76467,84658,Gescooperativo SA SGIIC,1,Management Firm,1,"Virgen de los Peligros, 6",,,Madrid,None,28013,Spain,+34 91 595 6801,,+34 91 595 6800,,teodoro_gomez_bce@cajarural.com,www.cajarural.com/bancocooperativo
57973,84661,Stratton Street Capital (CI) Limited,1,Management Firm,1,Trafalgar Court,Les Banques,,St Peters Port,None,GY1 3QL,Guernsey,,,,,,
